Username,Review,airline
Caroline T,"One leg of my flight was cancelled by Malindo and the other was unable to be used doe to Covid. I was told by a Skyscanner rep in July 2020 that Malindo would refund my flight and extra baggage by the 15th November 2020, which did not happen. After this date passed, I contacted Skyscanner, the booking agent I used only be told after about 15 phone calls that Malindo had issued me a credit. I have never seen this credit and have been trying to contact Malindo directly for several months to find out about it. I now have decided that I would like to claim my flight and baggage cost on Insurance and I can't even get anyone to provide me with a letter for my insurance which states that I forfeit my flight so I can make my claim. I am so angry with the lack of care and consideration by this airline that I need to write this review. My request is not hard yet it seems that no one can actually assist me. I WILL NEVER FLY MALINDO IF THEY SURVIVE THIS PANDEMIC AND WILL TAKE EVERY CHANCE TO WARM PEOPLE.",malindo
Nicole M,NEVER USE THE SERVICES OF THIS COMPANY. They didn't refund money to people who weren't able to fly because of COVID pandemic. I am waiting 18 months for my money. All I received is lies and robot response. SCAMMERS,malindo
John A,"I had flight from KUL to Bali at the airport Malindo air staff didn't check us, Just because our passport was valid for two days less than six months!!! They did not cooperate and helped us at all. They left us at the airport without any response to our refund request or changing of our flight to other date !!!! We are not fly with this airline anymore, even if they give us free ticket.",malindo
GregJag,"DON'T RISK IT JUST BECOUSE LOW TICKET PRICE Flight cancel with no option other then to re-schedule. No refund given.Depite multiple email to ""customer care"" and calls to call center, Malindo unable to give cash refund for their cancelled flight. NEVER AGAIN WILL I BE BOOKING…",malindo
Harish,"im a sr citizen of age 61 is chasing #MalindoIndia from last 15 month for refund. can i buy food, medicine using credit shell? Sir Plz help @HardeepSPuri @CAA_Malaysia @DGCAIndia @ChandranMalindo #ExposeMalindo #ShameOnMalindo #BycottMalindo",malindo
Yojana T,I had to urgently travel from Ktm to London via Kuala Lumpur and Istanbul airport transit dated: 04-05-2021. We were aware that meals were available only on purchase but in this flight I had terrible experience. There was not even free hot water to offer. It was so inhumane…,malindo
Chandi,I used the service because of an emergency and would recommend others if malindo is the last option to travel.,malindo
Nishwa Q,In last 2 years I booked Malindo tickets twice and both times it got cancelled with no apology offered whatsoever. The customer services is just too bad. Will never prefer to travel on this airline ever. Terrible experience.,malindo
Julie B,Flew with Malindo twice to Bali loved it . The communication with Malindo great. So decided to book again with Malindo and suddenly covid hit no communication despite numerous calls and emails it's been over a year since we paid and no word of a refund or credit Shame,malindo
LoveTravel611620,"Worst Airlines, I cancelled my flight last year before covid hit because they changed their schedule, since then I am calling them, everytime I talk to customer service they say I will receive my refund in a week but its been an year I have not received my refund, I can believe…",malindo
JBAU,Flights cancelled with no notice late at night before an early departure. I would never trust this airline,malindo
Ken Adam Smith,"Flight cancel with no option to re-schedule. No refund given. Depite multiple email to ""customer care"" and calls to call center, Malindo unable to give cash refund for their cancelled flight.",malindo
MRK,We bought tickets to Langkawi on the same day the CMCO was announced so our elites were cancelled and we were told to get a refund and mind you when we found out that it will take 60 days to get a refund and subject to fees we opted to change the tickets to travel vouchers which…,malindo
Trupti K,On online website there was no option to book luggage. In Covid times when the flights are getting cancelled I was at the airport for the malindo office to open and it opened 3 hrs before the flight. Customer care told us cannot book luggage now as the flight is in next 4 hrs…,malindo
padraig keating,Do not book with this airline. Customer service is the worst I have ever experienced. Refund process takes months and is still ongoing. Airline is more like a scam that takes your money without ever providing a service. Really starting to think the airline does not actually…,malindo
Pradeesh BS,I was booked a flight to trv to kul on last april and malindo cancelled the flight because of covid pandemic and 8 month now not received my refund recommended to not book malindo again many mails and messages still not received refund treating there passengers very bad,malindo
